광역시도,시군구,20-39세계,20-39세여자,65세이상계,인구수계,인구수남자,인구수여자,소멸비율,소멸위기지역,소멸위기고위험지역,ID,y,x,여성비,20-30여성비
경기도,동두천시,21377,10030,18298,92585,46302,46283,0.5481473385069406,0,False,동두천,1,4,-0.010260841388992636,-3.0804135285587284
경기도,동안구,88725,43476,35939,314107,153900,160207,1.2097164640084588,0,False,안양 동안,6,3,1.003957250236387,-0.9991546914623839
경기도,만안구,68402,32519,36484,239293,119715,119579,0.8913222234404122,0,False,안양 만안,5,3,-0.028208096350501588,-2.4589924271220145
경기도,부천시,235658,114391,106461,816254,404970,411284,1.0744873709621363,0,False,부천,5,2,0.3867668642358879,-1.4588938207062752
경기도,분당구,136525,69419,58204,480686,233015,247672,1.192684351590956,0,False,성남 분당,8,7,1.5246959553637973,0.8470976011719422
경기도,상록구,100786,46801,38060,345097,175704,169394,1.229663688912244,0,False,안산 상록,8,3,-0.9140908208416787,-3.5639870616950784
경기도,수정구,69548,32754,36055,234559,118486,116073,0.9084454305921508,0,False,성남 수정,8,8,-0.5143695189696429,-2.90446885604187
경기도,수지구,97248,49813,46884,369842,180430,189413,1.0624733384523506,0,False,용인 수지,8,9,1.214572709427264,1.2226472523856557
경기도,시흥시,142694,65820,43659,483807,252576,231232,1.5075929361643647,0,False,시흥,7,3,-2.2057349314912766,-3.873323335248852
경기도,안성시,45116,20437,31515,183828,94565,89264,0.6484848484848484,0,False,안성,11,6,-1.4415649411406328,-4.701214646688534
경기도,양주시,54362,25761,34524,224618,113922,110697,0.7461765728189086,0,False,양주,1,3,-0.7176628765281523,-2.6121187594275397
경기도,양평군,21352,10102,29181,116778,58625,58153,0.34618416092663035,1,False,양평,4,9,-0.20209285995649862,-2.688272761333832
경기도,여주시,23752,11011,23545,110689,56211,54478,0.4676576767891272,1,False,여주,5,9,-0.7828239481791344,-3.641798585382283
경기도,연천군,9636,3819,11047,43105,22618,20487,0.3457047162125464,1,False,연천,1,5,-2.471871012643545,-10.367372353673726
경기도,영통구,122387,59653,25795,367134,184266,182869,2.3125799573560766,0,False,수원 영통,9,7,-0.19012131810183797,-1.2587121181171224
경기도,오산시,70077,32375,20946,226810,117138,109672,1.5456411725389096,0,False,오산,10,4,-1.6458709933424465,-3.8008190989911093
경기도,의왕시,45389,21727,21260,161142,80251,80892,1.0219661335841956,0,False,의왕,9,5,0.19920318725099584,-2.131573729317676
경기도,의정부시,122528,60120,66409,450781,222088,228693,0.905298980559864,0,False,의정부,1,7,0.7326173907063471,-0.933664142073648
경기도,이천시,59856,27020,29862,215668,111336,104332,0.904828879512424,0,False,이천,6,9,-1.6237921249327658,-4.858326650628175
경기도,일산동구,82581,41645,35975,295460,143741,151719,1.1576094510076442,0,False,고양 일산동,2,4,1.3500981520341182,0.42927549920683816
경기도,일산서구,79030,39500,36316,299967,145575,154392,1.087674854058817,0,False,고양 일산서,3,3,1.4696616627829062,-0.018980134126278525
경기도,장안구,77281,35939,35173,273908,137852,136056,1.0217780684047422,0,False,수원 장안,10,6,-0.32784730639484616,-3.4956845796508818
경기도,중원구,62502,29480,32535,214929,108743,106186,0.9061011218687568,0,False,성남 중원,7,8,-0.594847600835624,-2.833509327701511
경기도,처인구,67969,31664,35961,253858,130011,123847,0.8805094407830706,0,False,용인 처인,9,9,-1.2140645557752738,-3.414056408068383
경기도,파주시,122866,57826,61841,456020,231388,224633,0.9350754353907602,0,False,파주,2,3,-0.7405376957150989,-2.935718587729724
경기도,팔달구,53053,24996,25524,172567,86722,85845,0.9793135872120358,0,False,수원 팔달,10,5,-0.2541042030052121,-2.884850998058547
경기도,평택시,148888,67898,62366,518514,268145,250369,1.0887021774684924,0,False,평택,11,4,-1.7141292231260874,-4.396593412497984
경기도,포천시,32429,14073,28098,146290,77250,69040,0.5008541533205211,0,False,포천,1,6,-2.806070134664024,-6.603657220389159
경기도,하남시,82406,40480,35077,280941,141222,139719,1.1540325569461471,0,False,하남,3,9,-0.2674938866167653,-0.8773632987889246
경기도,화성시,250612,118544,72273,832227,431380,400847,1.6402252570116087,0,False,화성,10,3,-1.834415369845005,-2.6981948190828833
경상남도,거제시,62844,28808,25701,245675,128767,116908,1.1208902377339405,0,False,거제,22,8,-2.4135544927241295,-4.1595060785436955
경상남도,거창군,11142,4979,16720,61478,30048,31431,0.2977870813397129,1,False,거창,16,6,1.1256059078044167,-5.313229222760723
경상남도,고성군,8064,3482,15730,51428,25796,25632,0.2213604577240941,1,False,고성(경남),22,7,-0.15944621606907017,-6.820436507936506
경상남도,김해시,139958,66083,59060,539477,272737,266740,1.1189129698611582,0,False,김해,20,9,-0.5558160959596048,-2.7836922505323045
경상남도,남해군,5851,2521,16050,43005,20711,22294,0.15707165109034268,1,True,남해,22,6,1.8404836646901512,-6.9133481456161325
경상남도,마산합포구,40335,18541,36206,175083,87177,87906,0.5120974424128597,0,False,창원 합포,19,8,0.20818697417795962,-4.032477996776995
경상남도,마산회원구,44890,20690,32212,191188,95972,95216,0.6423072147025953,0,False,창원 회원,21,7,-0.19771115341967183,-3.9095566941412363
경상남도,밀양시,18384,8256,28928,104301,51099,53202,0.2853982300884956,1,False,밀양,17,8,1.0081399027813687,-5.0913838120104415
경상남도,사천시,23089,10047,23840,110680,55844,54836,0.4214345637583893,1,False,사천,21,6,-0.4553668232743058,-6.4857724457533905
경상남도,산청군,4759,2116,12547,34845,17098,17747,0.16864589144815495,1,True,산청,19,5,0.9312670397474521,-5.536877495272114
경상남도,성산구,63082,28789,17468,216963,110802,106161,1.6480993817265857,0,False,창원 성산,20,7,-1.0695372021957639,-4.36257569512698
경상남도,양산시,91513,43658,46295,350004,175497,174508,0.9430392050977427,0,False,양산,19,7,-0.14114124410006812,-2.293116824931979
경상남도,의령군,3909,1777,9777,26832,13114,13719,0.18175309399611334,1,True,의령,18,7,1.129248658318427,-4.5408032744947535
경상남도,의창구,71166,32642,31716,259218,131772,127446,1.0291966200025224,0,False,창원 의창,20,6,-0.8344327940189356,-4.132591406008484
경상남도,진주시,86859,40828,57119,346176,171211,174966,0.7147884241670898,0,False,진주,18,6,0.5424986134220711,-2.9950839866910717
경상남도,진해구,48513,22363,26642,192315,98368,93947,0.8393889347646573,0,False,창원 진해,20,8,-1.1494163221797582,-3.9030775256116925
경상남도,창녕군,10364,4543,18628,61342,30533,30809,0.2438801803736311,1,False,창녕,17,7,0.22496821101366526,-6.165573137784641
경상남도,통영시,26113,12239,24327,128933,64768,64165,0.503103547498664,0,False,통영,21,8,-0.23384238325331874,-3.1306245931145393
경상남도,하동군,6591,2796,15239,45390,22642,22748,0.1834766060765142,1,True,하동,20,5,0.11676580744657272,-7.578516158397814
경상남도,함안군,11629,5309,15608,64502,32679,31824,0.34014607893388005,1,False,함안,19,6,-0.6619949768999434,-4.346891392209135
경상남도,함양군,5849,2650,12940,39045,18852,20193,0.20479134466769705,1,False,함양,17,6,1.717249327698811,-4.693109933321937
경상남도,합천군,5835,2548,17183,44160,21273,22887,0.1482860967235058,1,True,합천,16,7,1.827445652173909,-6.332476435304196
경상북도,경산시,69597,31844,43051,261751,131713,130039,0.7396808436505541,0,False,경산,12,11,-0.31957853074104925,-4.245154245154248
경상북도,경주시,53175,23979,55535,252663,126557,126106,0.4317817592509228,1,False,경주,12,12,-0.08924931628295218,-4.905500705218619
경상북도,고령군,5047,2209,9745,31647,16206,15441,0.2266803488968702,1,False,고령,13,9,-1.2086453692293109,-6.231424608678421
경상북도,구미시,124029,57007,38533,416001,213221,202780,1.4794332130900787,0,False,구미,10,10,-1.254924867969065,-4.0373622298010945
경상북도,군위군,3010,1246,9274,23385,11957,11428,0.13435410825965066,1,True,군위,11,10,-1.1310669232413917,-8.604651162790699
경상북도,김천시,30287,13806,31687,140112,70262,69850,0.4356991826301007,1,False,김천,11,9,-0.1470252369532965,-4.416086109551953
경상북도,남구,54569,23945,38988,231641,119277,112364,0.6141633323073766,0,False,포항 남구,11,12,-1.4921797091188516,-6.11977496380729
경상북도,문경시,12188,5516,21066,71267,34971,36296,0.2618437292319377,1,False,문경,8,10,0.9296027614463909,-4.742369543813584
경상북도,봉화군,4109,1814,11291,31492,15846,15647,0.16065893189265787,1,True,봉화,8,11,-0.3143655531563594,-5.853005597468969
경상북도,북구,63114,29256,45353,270547,134498,136049,0.6450730932904107,0,False,포항 북구,10,12,0.28664150776019914,-3.645783819754728
경상북도,상주시,16322,7165,29928,98241,48211,50030,0.2394079123229083,1,False,상주,11,8,0.9257845502386952,-6.1021933586570265
경상북도,성주군,7030,3028,13625,43400,22450,20950,0.22223853211009173,1,False,성주,13,11,-1.7281105990783419,-6.927453769559033
경상북도,안동시,32600,15222,38301,158634,78530,80104,0.3974308764784209,1,False,안동,9,10,0.49611054376741404,-3.3067484662576696
경상북도,영덕군,5059,2284,13498,36484,17340,19145,0.16921025337086976,1,True,영덕,7,11,2.475057559478122,-4.852737695196679
경상북도,영양군,2242,981,6125,16667,8279,8388,0.16016326530612246,1,True,영양,9,11,0.3269934601307978,-6.244424620874217
경상북도,영주시,18594,8163,27545,103452,51295,52157,0.29635142494100564,1,False,영주,10,9,0.41661833507327106,-6.098741529525653
경상북도,영천시,19951,8572,28034,101506,51618,49888,0.30577156310194764,1,False,영천,12,10,-0.852166374401514,-7.034735100997441
경상북도,예천군,9631,4548,16520,55042,27054,27989,0.27530266343825666,1,False,예천,10,8,0.8502598016060459,-2.777489357283769
경상북도,울릉군,1768,713,2291,9185,5008,4177,0.3112178088171104,1,False,울릉,8,13,-4.523679912901468,-9.671945701357465
경상북도,울진군,8904,3864,13424,48710,24423,24288,0.28784266984505363,1,False,울진,6,11,-0.13754875795524701,-6.6037735849056585
경상북도,의성군,6607,2865,21081,51647,25277,26371,0.13590436886295718,1,True,의성,11,11,1.0600809340329587,-6.636900257302858
경상북도,청도군,5821,2547,15701,42279,20776,21503,0.16221896694478058,1,True,청도,13,10,0.859764895101589,-6.244631506613985
경상북도,청송군,3527,1439,9189,25052,12513,12539,0.15660028294700185,1,True,청송,10,11,0.051892064505831836,-9.200453643322938
경상북도,칠곡군,28045,12522,17669,114969,59991,54978,0.7086988510951384,0,False,칠곡,12,9,-2.180152910784644,-5.350329827063649
광주광역시,광산구,113180,54616,37126,403810,203241,200569,1.4710984215913376,0,False,광주 광산,21,2,-0.3308486664520438,-1.7441244036048797
광주광역시,남구,54446,26935,36561,214845,103448,111397,0.7367139848472416,0,False,광주 남구,23,2,1.8499383276315506,-0.5289644785659187
광주광역시,동구,27106,13073,21207,99138,49085,50053,0.61644739944358,0,False,광주 동구,23,3,0.48820835602897406,-1.7708256474581296
광주광역시,북구,118632,56668,62737,429591,213094,216498,0.9032628273586559,0,False,광주 북구,22,3,0.3963071852063904,-2.2321127520399218
광주광역시,서구,82728,40599,41057,297084,145639,151445,0.9888447767737536,0,False,광주 서구,22,2,0.977164707624778,-0.9247171453437786
대구광역시,남구,37443,18202,32971,145124,69856,75268,0.5520609020047921,0,False,대구 남구,15,9,1.8646123315233853,-1.3874422455465663
대구광역시,달서구,147638,69847,77721,560982,276907,284076,0.8986889000398862,0,False,대구 달서,16,8,0.6390579376878369,-2.690364269361545
대구광역시,달성군,71490,33417,31631,257019,130483,126536,1.0564635958395243,0,False,대구 달성,16,9,-0.7678420661507535,-3.2563994964330654
대구광역시,동구,86337,40511,64999,340729,167923,172807,0.6232557423960369,0,False,대구 동구,15,10,0.7168453521713691,-3.0780545999976816
대구광역시,북구,115385,53992,61525,436380,217210,219170,0.8775619666802112,0,False,대구 북구,14,8,0.22457491177414468,-3.207089309702299
대구광역시,서구,39938,17683,37166,170923,85626,85297,0.4757843190012377,1,False,대구 서구,15,8,-0.09624216752572856,-5.723872001602482
대구광역시,수성구,98867,47965,64405,423483,205156,218328,0.7447403151929198,0,False,대구 수성,14,10,1.5553162700745915,-1.4853287750209887
대구광역시,중구,22509,11288,15239,75567,36422,39146,0.7407310190957412,0,False,대구 중구,14,9,1.8030357166488042,0.14882935714602974
대전광역시,대덕구,44730,20171,26758,175497,89154,86343,0.7538306300919351,0,False,대전 대덕,13,5,-0.8008683909126679,-4.904985468365752
대전광역시,동구,56703,26442,41078,222608,112097,110512,0.6437022250352987,0,False,대전 동구,14,5,-0.35578236181987855,-3.3675466906512908
대전광역시,서구,140045,68725,58712,476497,234238,242260,1.1705443520915657,0,False,대전 서구,16,4,0.8418730862943535,-0.926487914598878
대전광역시,유성구,108310,51206,32159,348735,176042,172693,1.5922758792251004,0,False,대전 유성,15,4,-0.4801640213915992,-2.7227402825223903
대전광역시,중구,57858,28139,44187,235822,116308,119515,0.6368162581754815,0,False,대전 중구,15,5,0.680174029564673,-1.3654118704414242
부산광역시,강서구,38916,18716,15634,132918,68663,64255,1.1971344505564794,0,False,부산 강서,18,8,-1.6581651845498702,-1.9066707780861336
부산광역시,금정구,59641,28008,47025,233506,114217,119289,0.5955980861244019,0,False,부산 금정,16,10,1.0860534632943009,-3.0390167837561433
부산광역시,기장군,41060,20127,26315,168798,83578,85221,0.764848945468364,0,False,부산 기장,16,12,0.4869725944620207,-0.9814905017048237
부산광역시,남구,66626,31886,51966,268383,131538,136846,0.6135935034445599,0,False,부산 남구,19,11,0.9890715879917855,-2.1418065019661983
부산광역시,동구,20553,9801,22185,86801,42646,44156,0.4417849898580122,1,False,부산 동구,18,10,0.8703816776304385,-2.3135308714056335
부산광역시,동래구,66293,32277,47578,268387,130808,137579,0.6784017823363739,0,False,부산 동래,16,11,1.2614247336868,-1.3116015265563497
부산광역시,부산진구,99361,49546,67325,354108,171332,182776,0.7359227627181582,0,False,부산 부산진,17,10,1.6158911970359346,-0.13536498223649107
부산광역시,북구,72717,34310,47158,285666,141393,144273,0.7275541795665634,0,False,부산 북구,17,9,0.5040851903971744,-2.8170854133146292
부산광역시,사상구,55276,25681,37178,213286,107659,105628,0.6907579751465921,0,False,부산 사상,18,9,-0.47588683739204773,-3.540415370142558
부산광역시,사하구,78920,36886,56959,313486,156182,157305,0.6475886163731807,0,False,부산 사하,19,10,0.17927435355964416,-3.2615306639635078
부산광역시,서구,24756,12244,25915,105948,51485,54464,0.4724676828091839,1,False,부산 서구,19,9,1.406350285045499,-0.541282921312003
부산광역시,수영구,47944,24212,36166,174591,82665,91926,0.6694685616324725,0,False,부산 수영,20,11,2.6521985669364367,0.5005840146838025
부산광역시,연제구,53627,26538,38595,207199,99974,107225,0.6876020209871745,0,False,부산 연제,17,11,1.7497671320807484,-0.5137337535196795
부산광역시,영도구,23103,10558,30089,113043,55798,57245,0.3508923526870285,1,False,부산 영도,20,10,0.6400219385543582,-4.300307319395752
부산광역시,중구,10011,4814,10430,40446,19836,20610,0.4615532118887824,1,False,부산 중구,18,11,0.9568313306631104,-1.9128958146039376
부산광역시,해운대구,96706,47782,67224,400015,192805,207210,0.7107878138759967,0,False,부산 해운대,17,12,1.8005574790945333,-0.5904494033462271
서울특별시,강남구,156053,83016,70008,530126,253755,276372,1.1858073363044224,0,False,서울 강남,7,7,2.1332664309994254,3.197311169923034
서울특별시,강동구,129061,64619,65025,441733,217560,224173,0.993756247597078,0,False,서울 강동,5,8,0.7485290888387341,0.06857222553676712
서울특별시,강북구,82271,40500,60093,305512,148977,156535,0.6739553691777744,0,False,서울 강북,3,5,1.2369399565319905,-0.7724471563491375
서울특별시,강서구,187063,95668,84457,579138,279976,299163,1.1327421054501108,0,False,서울 강서,5,4,1.656599981351592,1.142128587695057
서울특별시,관악구,194638,94236,74422,489799,245687,244112,1.266238477869447,0,False,서울 관악,8,5,-0.1607802384243351,-1.583966131998893
서울특별시,광진구,118572,61316,47428,343783,166230,177554,1.2928228050940374,0,False,서울 광진,6,7,1.6471146042707163,1.7120399419761845
서울특별시,구로구,118714,59236,65807,400915,197916,202999,0.9001474007324449,0,False,서울 구로,8,4,0.6339248967985767,-0.10192563640345487
서울특별시,금천구,71700,33649,37128,228342,115594,112748,0.9062971342383108,0,False,서울 금천,7,4,-0.6231880249800759,-3.0697350069735005
서울특별시,노원구,138920,68501,81587,522235,252410,269826,0.8396068001029576,0,False,서울 노원,2,6,1.6675443047670102,-0.6903253671177667
서울특별시,도봉구,85633,41870,59158,325050,158708,166343,0.7077656445451165,0,False,서울 도봉,2,5,1.174588524842335,-1.1052981911179094
서울특별시,동대문구,105551,51858,58129,337801,167564,170237,0.8921192520084641,0,False,서울 동대문,4,7,0.395647141364297,-0.869248041231252
서울특별시,동작구,128785,64988,61506,387859,187886,199973,1.056612363021494,0,False,서울 동작,6,5,1.558169334732462,0.4623985712621792
서울특별시,마포구,125017,66965,50654,365392,172413,192979,1.3220081336123504,0,False,서울 마포,5,5,2.8142378596137885,3.5647151987329706
서울특별시,서대문구,93510,47757,50450,304074,145927,158147,0.9466204162537164,0,False,서울 서대문,4,5,2.0093792958293055,1.0715431504651929
서울특별시,서초구,119306,63275,56204,419614,200823,218791,1.1258095509216426,0,False,서울 서초,7,6,2.141015314074368,3.035890902385463
서울특별시,성동구,94648,47938,42932,291841,142673,149168,1.1166030000931706,0,False,서울 성동,5,7,1.1127634568138145,0.6487194658101547
서울특별시,성북구,126470,64406,69512,432206,209002,223205,0.9265450569685808,0,False,서울 성북,3,6,1.6431979195106083,0.9259112833082894
서울특별시,송파구,205917,107181,87862,662838,320336,342502,1.2198789010038469,0,False,서울 송파,6,8,1.6720525980707168,2.0505834875216733
서울특별시,양천구,118257,58930,62000,450971,221368,229603,0.950483870967742,0,False,서울 양천,6,4,0.9130298844049811,-0.16785475701227015
서울특별시,영등포구,124515,62844,56298,366258,181332,184926,1.116274112757114,0,False,서울 영등포,7,5,0.4906377471618373,0.471027587037709
서울특별시,용산구,70034,35703,35173,219404,106237,113167,1.0150683763113753,0,False,서울 용산,6,6,1.5792784087801492,0.9795242310877583
서울특별시,은평구,134477,68486,79998,471906,227029,244877,0.8560964024100602,0,False,서울 은평,4,4,1.8910545744279528,0.9276679283446221
서울특별시,종로구,43061,21736,25597,144866,70613,74253,0.8491620111731844,0,False,서울 종로,4,6,1.25633343917827,0.47722997608043993
서울특별시,중구,38455,19592,21878,121520,59536,61984,0.8955114727123138,0,False,서울 중구,5,6,1.0072416063199419,0.947861136393191
서울특별시,중랑구,114135,56241,65636,390233,193106,197128,0.8568620878786032,0,False,서울 중랑,4,8,0.5154612756993915,-0.7241424628729121
세종특별자치시,세종시,98167,49576,33147,347070,173130,173940,1.4956406311280055,0,False,세종,13,4,0.11669115740340352,0.5016960893171829
울산광역시,남구,88708,40457,37419,319908,162963,156945,1.0811887009273364,0,False,울산 남구,15,12,-0.9405829175888059,-4.393064887045139
울산광역시,동구,42035,18698,18893,157346,82169,75177,0.9896787169851268,0,False,울산 동구,14,12,-2.221855020146685,-5.5180206970381835
울산광역시,북구,62807,29036,17149,217825,112644,105181,1.6931599510175517,0,False,울산 북구,13,12,-1.7130724205210612,-3.7694842931520367
울산광역시,울주군,52979,23945,31575,221860,114482,107379,0.7583531274742676,0,False,울산 울주,14,11,-1.6005589110249685,-4.802846410842032
울산광역시,중구,54835,25197,31785,219176,111093,108083,0.7927324209532799,0,False,울산 중구,15,11,-0.6866627732963482,-4.0494209902434575
인천광역시,강화군,10815,4857,22228,68662,34390,34273,0.2185081878711535,1,False,인천 강화,5,1,-0.08447176021671443,-5.090152565880723
인천광역시,계양구,83391,39952,36088,297386,148266,149120,1.107071602748836,0,False,인천 계양,7,2,0.14358443235391594,-2.0907531987864383
인천광역시,남동구,145481,70599,68239,524803,260553,264250,1.0345843286097394,0,False,인천 남동,10,2,0.35222740723661605,-1.4720135275396784
인천광역시,동구,13856,6425,13723,62324,31473,30851,0.4681920862785106,1,False,인천 동구,6,2,-0.49900519863936843,-3.6301963048498864
인천광역시,미추홀구,113178,52867,66281,401346,201983,199363,0.7976192272295228,0,False,인천 미추홀,9,2,-0.3264016584194174,-3.2886249977910897
인천광역시,부평구,140742,68290,70322,497593,245889,251704,0.9711043485680158,0,False,인천 부평,8,2,0.5843128822149879,-1.4785920336502278
인천광역시,서구,153454,74540,55342,539670,272307,267363,1.3468974738896318,0,False,인천 서구,6,1,-0.45805770192895445,-1.425182790934093
인천광역시,연수구,107153,53003,35875,374306,186028,188278,1.4774355400696864,0,False,인천 연수,10,1,0.3005562293951991,-0.5352159995520411
인천광역시,옹진군,4667,1473,5291,20367,11567,8800,0.2783972783972784,1,False,인천 옹진,10,0,-6.792851180831738,-18.43796871652025
인천광역시,중구,39667,18824,19309,135667,70331,65336,0.9748821792946296,0,False,인천 중구,9,1,-1.840904567802043,-2.5449365971714544
전라남도,강진군,5446,2525,11881,34648,16711,17937,0.21252419829980645,1,False,강진,24,1,1.7692218887093047,-3.635695923613663
전라남도,고흥군,8098,3549,25951,64022,31065,32957,0.13675773573272704,1,True,고흥,22,5,1.4776170691324864,-6.174364040503827
전라남도,곡성군,4263,1958,10089,28267,13835,14433,0.19407275250272574,1,True,곡성,21,3,1.0595393922241514,-4.069903823598403
전라남도,광양시,39931,17641,19642,153640,79924,73716,0.8981264637002342,0,False,광양,21,5,-2.02030721166363,-5.8212917282311984
전라남도,구례군,3887,1805,8741,25985,12663,13322,0.20649811234412532,1,False,구례,20,4,1.2680392534154317,-3.5631592487779806
전라남도,나주시,27023,12851,25388,114376,57604,56772,0.5061840239483221,0,False,나주,22,1,-0.3637126669930768,-2.4442141879140014
전라남도,담양군,8667,3799,14070,46034,23452,22582,0.2700071073205402,1,False,담양,20,2,-0.9449537298518496,-6.167070497288568
전라남도,목포시,54208,25624,36558,225273,112219,113054,0.7009136167186388,0,False,목포,22,0,0.18533068765453908,-2.730224321133412
전라남도,무안군,18235,8682,17082,83168,41747,41421,0.5082543027748507,0,False,무안,21,1,-0.19598884186225463,-2.3882643268439807
전라남도,보성군,5685,2560,15374,40544,19742,20802,0.16651489527774166,1,True,보성,24,3,1.3072217837411193,-4.969217238346523
전라남도,순천시,70234,33228,43095,279602,139449,140153,0.7710407239819005,0,False,순천,22,4,0.12589323395397756,-2.6895805450351693
전라남도,신안군,5774,2225,14081,39201,20863,18338,0.15801434557204744,1,True,신안,21,0,-3.2205811076248034,-11.465188777277453
전라남도,여수시,65443,29396,52858,279854,142573,137281,0.5561315221915321,0,False,여수,23,4,-0.9454930070679712,-5.08152132390019
전라남도,영광군,9993,4600,15196,52970,26446,26525,0.3027112397999473,1,False,영광,19,1,0.07551444213705905,-3.967777444210946
전라남도,영암군,10064,4427,14080,53651,27599,26052,0.3144176136363636,1,False,영암,23,1,-1.4417252241337553,-6.011526232114467
전라남도,완도군,7981,3472,16025,50007,25134,24873,0.2166614664586584,1,False,완도,25,2,-0.2609634651148829,-6.49667961408345
전라남도,장성군,8299,3604,13109,44715,22983,21732,0.2749256236173621,1,False,장성,19,2,-1.3988594431398882,-6.5730810941077245
전라남도,장흥군,6050,2759,12733,37859,18382,19477,0.21668106494934425,1,False,장흥,24,2,1.446155471618371,-4.396694214876034
전라남도,진도군,4905,2162,10130,30722,15149,15573,0.2134254689042448,1,False,진도,24,0,0.6900592409348372,-5.922528032619779
전라남도,함평군,4756,2053,11546,32098,16105,15994,0.1778104971418673,1,True,함평,20,1,-0.17135023989033327,-6.833473507148863
전라남도,해남군,10907,5045,21946,69000,34053,34947,0.2298824387132052,1,False,해남,23,0,0.6478260869565267,-3.74530118272669
전라남도,화순군,11610,5479,16416,62182,30773,31409,0.33375974658869395,1,False,화순,21,4,0.5114020134444064,-2.807924203273038
전라북도,고창군,8348,3732,18475,54579,27019,27560,0.20200270635994588,1,False,고창,18,1,0.4956118653694608,-5.294681360804981
전라북도,군산시,61125,28489,48768,266687,134815,131872,0.5841740485564304,0,False,군산,16,2,-0.5517704275049051,-3.392229038854805
